01	1.0416114399326844e-11	01
02	7.661995774355409e-13	02
03	0.005073790804919739	03
04	1.0254164158569966e-09	04
05	3.576974086562273e-10	05
06	1.645169651449559e-06	06
07	7.493333034428985e-08	07
08	3.847559924153153e-13	08
09	1.2236694230983722e-12	09
10	2.1771358379223695e-06	10
11	1.6357341922726135e-05	11
12	9.673082516854775e-08	12
13	1.205545453217299e-09	13
14	2.1425788575708594e-06	14
15	4.2151742080541686e-14	15
16	6.10349224831164e-16	16
17	2.6678489066826396e-13	17
18	1.5612975147622613e-10	18
19	2.3315043347329574e-08	19
20	6.42861049364569e-05	20
21	0.0002308289231707156	21
22	2.846514519269618e-07	22
23	1.5579128827413634e-08	23
24	0.011305110704014222	24
25	0.0005985500679050261	25
26	1.6491531880509535e-07	26
27	1.9589891560081633e-07	27
28	1.9922586108307602e-11	28
29	1.6140805184658452e-09	29
30	0.008141069542666956	30
31	3.7773292632183514e-10	31
32	1.693301821052871e-08	32
33	1.250879657482695e-08	33
34	1.6414866231820503e-11	34
35	2.347482577810848e-06	35
36	3.3044232072167137e-07	36
37	7.366396194287371e-07	37
38	1.0698449125941747e-08	38
39	0.1637086349313892	39
40	1.549626131678898e-08	40
41	5.965666205781338e-12	41
42	1.6821879043432383e-07	42
43	2.9718477055470965e-10	43
44	1.0524305606658074e-11	44
45	1.656726239879847e-06	45
46	2.7894572135765195e-08	46
47	0.00012544200127039774	47
48	1.939187314875784e-11	48
49	2.321818115220873e-10	49
50	1.3894933182410108e-13	50
51	1.842310950828692e-12	51
52	3.8411391469181375e-11	52
53	3.684079636849114e-12	53
54	2.338517579986848e-10	54
55	4.2681495093575984e-08	55
56	0.057998756161849886	56
57	1.3478539979095283e-08	57
58	0.6556245098203293	58
59	1.1391347414012168e-11	59
60	4.3337452535855235e-09	60
61	6.279299423476138e-05	61
62	9.874232670095891e-07	62
63	2.5741263040603182e-06	63
64	5.20402374145741e-09	64
65	0.0003900117410056572	65
66	1.4545315389970202e-10	66
67	4.436778737106612e-07	67
68	1.935148141480864e-10	68
69	1.9469527463745954e-09	69
70	2.923442723856915e-07	70
71	8.12010845393169e-06	71
72	1.2287657092604203e-06	72
73	6.625071121179493e-16	73
74	2.0923031735311833e-09	74
75	1.0409948514145474e-06	75
76	9.096143651301848e-10	76
77	0.0007082828435671023	77
78	3.4790715288323775e-09	78
79	9.614433472891816e-09	79
80	5.003340693880726e-13	80
81	2.911297300178118e-09	81
82	0.01567794422401376	82
83	3.7594493408368105e-13	83
84	3.549076404096036e-12	84
85	1.4038162773044424e-16	85
86	0.07600163841639722	86
87	5.935933211870652e-14	87
88	3.0220294332852996e-07	88
89	6.681008675329599e-11	89
90	2.6656266253395606e-13	90
91	5.338887061437459e-10	91
92	0.0036561897924166933	92
93	0.0004982873127089714	93
94	2.4051260378704365e-11	94
95	1.1061191056528262e-14	95
96	2.0673383048566187e-07	96
97	4.84855325802116e-08	97
98	1.379556315280667e-07	98
99	3.3934378089753355e-06	99
100	8.650280522971005e-05	100
